status,pages,chars,engine,pdf_path,txt_path,message
skipped,0,54047,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\014 - Chapter 12- Taxation of Digital Transactions - 88279bos-aps2299-m2-ch12.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\014 - Chapter 12- Taxation of Digital Transactions - 88279bos-aps2299-m2-ch12.txt,up to date
skipped,0,11935,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\015 - Annexure - 88424bos-aps2299-m4-annex.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\015 - Annexure - 88424bos-aps2299-m4-annex.txt,up to date
skipped,0,14863,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\016 - Initial pages - 88425bos-aps2299-m4-ip.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\016 - Initial pages - 88425bos-aps2299-m4-ip.txt,up to date
skipped,0,450815,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\017 - Chapter 21- Non Resident Taxation - 88426bos-aps2299-m4-ch21.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\017 - Chapter 21- Non Resident Taxation - 88426bos-aps2299-m4-ch21.txt,up to date
skipped,0,90585,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\018 - Chapter 22- Double Taxation Relief - 88427bos-aps2299-m4-ch22.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\018 - Chapter 22- Double Taxation Relief - 88427bos-aps2299-m4-ch22.txt,up to date
skipped,0,25112,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\019 - Chapter 23- Advance Rulings - 88428bos-aps2299-m4-ch23.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\019 - Chapter 23- Advance Rulings - 88428bos-aps2299-m4-ch23.txt,up to date
skipped,0,404463,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\020 - Chapter 24- Transfer Pricing - 88429bos-aps2299-m4-ch24.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\020 - Chapter 24- Transfer Pricing - 88429bos-aps2299-m4-ch24.txt,up to date
skipped,0,180752,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\021 - Chapter 25- Fundamentals of BEPS - 88430bos-aps2299-m4-ch25.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\021 - Chapter 25- Fundamentals of BEPS - 88430bos-aps2299-m4-ch25.txt,up to date
converted,30,94103,pymupdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\022 - Chapter 26- Application and Interpretation of Tax Treaties - 88431bos-aps2299-m4-ch26.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\022 - Chapter 26- Application and Interpretation of Tax Treaties - 88431bo__f4584a8058.txt,
skipped,0,89339,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\023 - Chapter 27- Overview of Model Tax Conventions - 88432bos-aps2299-m4-ch27.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\023 - Chapter 27- Overview of Model Tax Conventions - 88432bos-aps2299-m4-ch27.txt,up to date
converted,24,44712,pymupdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\024 - Chapter 28- Latest Developments in International Taxation - 88433bos-aps2299-m4-ch28.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\024 - Chapter 28- Latest Developments in International Taxation - 88433bos__538497d6fe.txt,
skipped,0,58922,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\025 - Initial pages - 88450bos-aps2299-m1-ip.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\025 - Initial pages - 88450bos-aps2299-m1-ip.txt,up to date
skipped,0,21300,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\026 - Initial pages - 88893bos-aps2299-m3-ip.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\026 - Initial pages - 88893bos-aps2299-m3-ip.txt,up to date
skipped,0,615833,,"C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\027 - Chapter 13- Deduction, Collection and Recovery of Tax - 88894bos-aps2299-m3-ch13.pdf","C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\027 - Chapter 13- Deduction, Collection and Recovery of Tax - 88894bos-aps2299-m3-ch13.txt",up to date
skipped,0,130892,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\028 - Chapter 14- Income Tax Authorities - 88895bos-aps2299-m3-ch14.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\028 - Chapter 14- Income Tax Authorities - 88895bos-aps2299-m3-ch14.txt,up to date
skipped,0,385586,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\029 - Chapter 15- Assessment Procedure - 88896bos-aps2299-m3-ch15.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\029 - Chapter 15- Assessment Procedure - 88896bos-aps2299-m3-ch15.txt,up to date
skipped,0,170990,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\030 - Chapter 16- Appeals and Revision - 88897bos-aps2299-m3-ch16.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\030 - Chapter 16- Appeals and Revision - 88897bos-aps2299-m3-ch16.txt,up to date
skipped,0,37531,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\031 - Chapter 17- Dispute Resolution - 88898bos-aps2299-m3-ch17.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\031 - Chapter 17- Dispute Resolution - 88898bos-aps2299-m3-ch17.txt,up to date
skipped,0,130526,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\032 - Chapter 18- Miscellaneous Provisions - 88899bos-aps2299-m3-ch18.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\032 - Chapter 18- Miscellaneous Provisions - 88899bos-aps2299-m3-ch18.txt,up to date
converted,94,259421,pymupdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\033 - Chapter 19- Provisions to Counteract Unethical Tax Practices - 88900bos-aps2299-m3-ch19.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\033 - Chapter 19- Provisions to Counteract Unethical Tax Practices - 88900__58a4a6766c.txt,
skipped,0,377433,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\034 - Chapter 20- Tax Audit and Ethical Compliances - 88902bos-aps2299-m3-ch20.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\034 - Chapter 20- Tax Audit and Ethical Compliances - 88902bos-aps2299-m3-ch20.txt,up to date
skipped,0,35259,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\035 - Questions Based on Significant Select Cases - 90009bos-aps2299-m3-ques.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\035 - Questions Based on Significant Select Cases - 90009bos-aps2299-m3-ques.txt,up to date
skipped,0,258670,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\001 - Chapter-1- Supply under GST - 75913bos61400-cp1.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\001 - Chapter-1- Supply under GST - 75913bos61400-cp1.txt,up to date
skipped,0,179395,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\002 - Chapter 2- Charge of GST - 75914bos61400-cp2.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\002 - Chapter 2- Charge of GST - 75914bos61400-cp2.txt,up to date
skipped,0,266831,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\003 - Chapter 3- Place of Supply - 75915bos61400-cp3.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\003 - Chapter 3- Place of Supply - 75915bos61400-cp3.txt,up to date
skipped,0,341875,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\004 - Chapter 4- Exemptions from GST - 75916bos61400-cp4.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\004 - Chapter 4- Exemptions from GST - 75916bos61400-cp4.txt,up to date
skipped,0,121107,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\005 - Chapter 5- Time of Supply - 75917bos61400-cp5.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\005 - Chapter 5- Time of Supply - 75917bos61400-cp5.txt,up to date
skipped,0,193835,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\006 - Chapter 6- Value of Supply - 75918bos61400-cp6.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\006 - Chapter 6- Value of Supply - 75918bos61400-cp6.txt,up to date
skipped,0,140554,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\007 - Chapter 1- Levy of and Exemptions from Customs Duty - 76072bos61477-m4-cp1.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\007 - Chapter 1- Levy of and Exemptions from Customs Duty - 76072bos61477-m4-cp1.txt,up to date
skipped,0,101192,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\008 - Chapter 2- Types of Duty - 76073bos61477-m4-cp2.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\008 - Chapter 2- Types of Duty - 76073bos61477-m4-cp2.txt,up to date
skipped,0,58467,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\009 - Chapter 3- Classification of Imported and Export Goods - 76074bos61477-m4-cp3.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\009 - Chapter 3- Classification of Imported and Export Goods - 76074bos61477-m4-cp3.txt,up to date
skipped,0,240602,,"C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\010 - Chapter 4- Valuation under the Customs Act, 1962 - 76075bos61477-m4-cp4.pdf","C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\010 - Chapter 4- Valuation under the Customs Act, 1962 - 76075bos61477-m4-cp4.txt",up to date
skipped,0,196792,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\011 - Chapter 5- Importation and Exportation of Goods - 76076bos61477-m4-cp5.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\011 - Chapter 5- Importation and Exportation of Goods - 76076bos61477-m4-cp5.txt,up to date
skipped,0,68043,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\012 - Chapter 6- Warehousing - 76077bos61477-m4-cp6.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\012 - Chapter 6- Warehousing - 76077bos61477-m4-cp6.txt,up to date
skipped,0,45782,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\013 - Chapter 7- Refund - 76078bos61477-m4-cp7.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\013 - Chapter 7- Refund - 76078bos61477-m4-cp7.txt,up to date
skipped,0,115654,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\014 - Chapter 8- Foreign Trade Policy - 76079bos61477-m4-cp8.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\014 - Chapter 8- Foreign Trade Policy - 76079bos61477-m4-cp8.txt,up to date
skipped,0,150495,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\015 - Chapter 11- Payment of Tax - 76215bos61590-cp11.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\015 - Chapter 11- Payment of Tax - 76215bos61590-cp11.txt,up to date
skipped,0,119187,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\016 - Chapter 10- Accounts and Records; E-way Bill - 76217bos61590-cp10.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\016 - Chapter 10- Accounts and Records; E-way Bill - 76217bos61590-cp10.txt,up to date
skipped,0,462269,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\017 - Chapter 7- Input Tax Credit - 76220bos61590-cp7.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\017 - Chapter 7- Input Tax Credit - 76220bos61590-cp7.txt,up to date
skipped,0,256828,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\018 - Chapter 8- Registration - 76221bos61590-cp8.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\018 - Chapter 8- Registration - 76221bos61590-cp8.txt,up to date
skipped,0,161253,,"C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\019 - Chapter 9- Tax Invoice, Credit and Debit Notes - 76222bos61590-cp9.pdf","C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\019 - Chapter 9- Tax Invoice, Credit and Debit Notes - 76222bos61590-cp9.txt",up to date
skipped,0,96946,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\020 - Chapter 12- Electronic Commerce Transactions - 76223bos61590-cp12.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\020 - Chapter 12- Electronic Commerce Transactions - 76223bos61590-cp12.txt,up to date
skipped,0,171680,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\021 - Chapter 13- Returns - 76224bos61590-cp13.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\021 - Chapter 13- Returns - 76224bos61590-cp13.txt,up to date
skipped,0,134612,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\022 - Chapter 14- Import and Export Under GST - 76441bos61715-cp14.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\022 - Chapter 14- Import and Export Under GST - 76441bos61715-cp14.txt,up to date
skipped,0,162017,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\023 - Chapter 15- Refunds - 76442bos61715-cp15.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\023 - Chapter 15- Refunds - 76442bos61715-cp15.txt,up to date
skipped,0,61454,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\024 - Chapter 16- Job Work - 76443bos61715-cp16.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\024 - Chapter 16- Job Work - 76443bos61715-cp16.txt,up to date
skipped,0,55643,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\025 - Chapter 17- Assessment and Audit - 76444bos61715-cp17.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\025 - Chapter 17- Assessment and Audit - 76444bos61715-cp17.txt,up to date
skipped,0,40521,,"C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\026 - Chapter 18- Inspection, Search, Seizure and Arrest - 76445bos61715-cp18.pdf","C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\026 - Chapter 18- Inspection, Search, Seizure and Arrest - 76445bos61715-cp18.txt",up to date
skipped,0,124859,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\027 - Chapter 19- Demands and Recovery - 76446bos61715-cp19.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\027 - Chapter 19- Demands and Recovery - 76446bos61715-cp19.txt,up to date
skipped,0,35267,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\028 - Chapter 20- Liability to Pay in Certain Cases - 76447bos61715-cp20.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\028 - Chapter 20- Liability to Pay in Certain Cases - 76447bos61715-cp20.txt,up to date
skipped,0,153243,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\029 - Chapter 21- Offences and Penalties and Ethical Aspects under GST - 76448bos61715-cp21.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\029 - Chapter 21- Offences and Penalties and Ethical Aspects under GST - 76448bos61715-cp21.txt,up to date
skipped,0,95689,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\030 - Chapter 22- Appeals and Revision - 76449bos61715-cp22.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\030 - Chapter 22- Appeals and Revision - 76449bos61715-cp22.txt,up to date
skipped,0,53984,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\031 - Chapter 23- Advance Ruling - 76450bos61715-cp23.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\031 - Chapter 23- Advance Ruling - 76450bos61715-cp23.txt,up to date
skipped,0,88837,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\032 - Chapter 24- Miscellaneous Provisions - 76451bos61715-cp24.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\032 - Chapter 24- Miscellaneous Provisions - 76451bos61715-cp24.txt,up to date
skipped,0,25825,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\033 - Initial Page - 76777bos61853-ip-mod1.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\033 - Initial Page - 76777bos61853-ip-mod1.txt,up to date
skipped,0,15564,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\034 - Initial Page - 76778bos61853-ip-mod2.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\034 - Initial Page - 76778bos61853-ip-mod2.txt,up to date
skipped,0,28815,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\05_Indirect_Tax_Laws\035 - Initial Page - 76779bos61853-ip-mod3.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\05_Indirect_Tax_Laws\035 - Initial Page - 76779bos61853-ip-mod3.txt,up to date
