status,pages,chars,engine,pdf_path,txt_path,message
skipped,0,54220,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\01_FR_Financial_Reporting\055 - Initial Pages - 75127bos60679-ip-m2.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\01_FR_Financial_Reporting\055 - Initial Pages - 75127bos60679-ip-m2.txt,up to date
skipped,0,50600,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\01_FR_Financial_Reporting\056 - Initial Pages - 75128bos60679-ip-m3.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\01_FR_Financial_Reporting\056 - Initial Pages - 75128bos60679-ip-m3.txt,up to date
skipped,0,38288,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\01_FR_Financial_Reporting\057 - Initial Pages - 75129bos60679-ip-m4.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\01_FR_Financial_Reporting\057 - Initial Pages - 75129bos60679-ip-m4.txt,up to date
skipped,0,38429,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\01_FR_Financial_Reporting\058 - Test Your Knowledge - 78016bos62659-c11-tyk.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\01_FR_Financial_Reporting\058 - Test Your Knowledge - 78016bos62659-c11-tyk.txt,up to date
skipped,0,93876,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\01_FR_Financial_Reporting\059 - Test Your Knowledge - 78018bos62659-c13-tyk.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\01_FR_Financial_Reporting\059 - Test Your Knowledge - 78018bos62659-c13-tyk.txt,up to date
skipped,0,29768,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\001 - Chapter 1- Financial Policy and Corporate Strategy - 74828bos60509-cp1.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\001 - Chapter 1- Financial Policy and Corporate Strategy - 74828bos60509-cp1.txt,up to date
skipped,0,17096,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\002 - Chapter 2- Risk Management - 74829bos60509-cp2.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\002 - Chapter 2- Risk Management - 74829bos60509-cp2.txt,up to date
skipped,0,203056,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\003 - Chapter 3- Advanced Capital Budgeting Decisions - 74830bos60509-cp3.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\003 - Chapter 3- Advanced Capital Budgeting Decisions - 74830bos60509-cp3.txt,up to date
skipped,0,90510,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\004 - Chapter 4- Security Analysis - 74831bos60509-cp4.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\004 - Chapter 4- Security Analysis - 74831bos60509-cp4.txt,up to date
skipped,0,142419,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\005 - Chapter 5- Security Valuation - 74832bos60509-cp5.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\005 - Chapter 5- Security Valuation - 74832bos60509-cp5.txt,up to date
skipped,0,281136,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\006 - Chapter 6- Portfolio Management - 74833bos60509-cp6.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\006 - Chapter 6- Portfolio Management - 74833bos60509-cp6.txt,up to date
skipped,0,30671,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\007 - Chapter 7- Securitization - 74834bos60509-cp7.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\007 - Chapter 7- Securitization - 74834bos60509-cp7.txt,up to date
skipped,0,129752,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\008 - Chapter 8- Mutual Funds - 74835bos60509-cp8.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\008 - Chapter 8- Mutual Funds - 74835bos60509-cp8.txt,up to date
skipped,0,203842,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\009 - Chapter 9- Derivatives Analysis and Valuation - 74836bos60509-cp9.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\009 - Chapter 9- Derivatives Analysis and Valuation - 74836bos60509-cp9.txt,up to date
skipped,0,241478,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\010 - Chapter 10- Foreign Exchange Exposure and Risk Management - 74837bos60509-cp10.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\010 - Chapter 10- Foreign Exchange Exposure and Risk Management - 74837bos60509-cp10.txt,up to date
skipped,0,105147,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\011 - Chapter 11- International Financial Management - 74838bos60509-cp11.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\011 - Chapter 11- International Financial Management - 74838bos60509-cp11.txt,up to date
skipped,0,59509,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\012 - Chapter 12- Interest Rate Risk Management - 74839bos60509-cp12.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\012 - Chapter 12- Interest Rate Risk Management - 74839bos60509-cp12.txt,up to date
skipped,0,158983,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\013 - Chapter 13- Business Valuation - 74840bos60509-cp13.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\013 - Chapter 13- Business Valuation - 74840bos60509-cp13.txt,up to date
skipped,0,202182,,"C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\014 - Chapter 14- Mergers, Acquisitions and Corporate Restructuring - 74841bos60509-cp14.pdf","C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\014 - Chapter 14- Mergers, Acquisitions and Corporate Restructuring - 74841bos60509-cp14.txt",up to date
skipped,0,56363,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\015 - Chapter 15- Startup Finance - 74842bos60509-cp15.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\015 - Chapter 15- Startup Finance - 74842bos60509-cp15.txt,up to date
skipped,0,17221,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\016 - Appendix - 74843bos60509-appendix.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\016 - Appendix - 74843bos60509-appendix.txt,up to date
skipped,0,37606,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\02_AFM_Advanced_Financial_Management\017 - Initial Pages - 75125bos60680.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\02_AFM_Advanced_Financial_Management\017 - Initial Pages - 75125bos60680.txt,up to date
skipped,0,73420,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\001 - Chapter 1- Quality Control - 74934bos60526-cp1.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\001 - Chapter 1- Quality Control - 74934bos60526-cp1.txt,up to date
skipped,0,164403,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\002 - Chapter 2- General Auditing Principles and Auditors Responsibilities - 74935bos60526-cp2.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\002 - Chapter 2- General Auditing Principles and Auditors Responsibilities - 74935bos60526-cp2.txt,up to date
skipped,0,177152,,"C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\003 - Chapter 3- Audit Planning, Strategy and Execution - 74936bos60526-cp3.pdf","C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\003 - Chapter 3- Audit Planning, Strategy and Execution - 74936bos60526-cp3.txt",up to date
skipped,0,176516,,"C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\004 - Chapter 4- Materiality, Risk Assessment and Internal Control - 74937bos60526-cp4.pdf","C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\004 - Chapter 4- Materiality, Risk Assessment and Internal Control - 74937bos60526-cp4.txt",up to date
skipped,0,133142,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\005 - Chapter 5- Audit Evidence - 74938bos60526-cp5.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\005 - Chapter 5- Audit Evidence - 74938bos60526-cp5.txt,up to date
skipped,0,116762,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\006 - Chapter 6- Completion and Review - 74939bos60526-cp6.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\006 - Chapter 6- Completion and Review - 74939bos60526-cp6.txt,up to date
skipped,0,287121,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\007 - Chapter 7- Reporting - 74940bos60526-cp7.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\007 - Chapter 7- Reporting - 74940bos60526-cp7.txt,up to date
skipped,0,86216,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\008 - Chapter 8- Specialised Areas - 74941bos60526-cp8.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\008 - Chapter 8- Specialised Areas - 74941bos60526-cp8.txt,up to date
skipped,0,50454,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\009 - Chapter 9- Related Services - 74942bos60526-cp9.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\009 - Chapter 9- Related Services - 74942bos60526-cp9.txt,up to date
skipped,0,128556,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\010 - Chapter 10- Review of Financial Information - 74943bos60526-cp10.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\010 - Chapter 10- Review of Financial Information - 74943bos60526-cp10.txt,up to date
skipped,0,96819,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\011 - Chapter 11- Prospective Financial Information and Other Assurance Services - 74944bos60526-cp11.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\011 - Chapter 11- Prospective Financial Information and Other Assurance Services - 74944bos60526-cp11.txt,up to date
skipped,0,142973,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\012 - Chapter 12- Digital Auditing & Assurance - 74945bos60526-cp12.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\012 - Chapter 12- Digital Auditing & Assurance - 74945bos60526-cp12.txt,up to date
skipped,0,119129,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\013 - Chapter 13- Group Audits - 74946bos60526-cp13.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\013 - Chapter 13- Group Audits - 74946bos60526-cp13.txt,up to date
converted,128,349376,pymupdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\014 - Chapter 14- Special Features of Audit of Banks & Non-Banking Financial Companies - 74947bos60526-cp14.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\014 - Chapter 14- Special Features of Audit of Banks & Non-Banking Financial Companies - 7__fa9a0e56ef.txt,
skipped,0,93747,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\015 - Chapter 15- Overview of Audit of Public Sector Undertakings - 74948bos60526-cp15.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\015 - Chapter 15- Overview of Audit of Public Sector Undertakings - 74948bos60526-cp15.txt,up to date
skipped,0,94143,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\016 - Chapter 16- Internal Audit - 74949bos60526-cp16.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\016 - Chapter 16- Internal Audit - 74949bos60526-cp16.txt,up to date
skipped,0,213239,,"C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\017 - Chapter 17- Due Diligence, Investigation & Forensic Accounting - 74950bos60526-cp17.pdf","C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\017 - Chapter 17- Due Diligence, Investigation & Forensic Accounting - 74950bos60526-cp17.txt",up to date
skipped,0,83266,,"C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\018 - Chapter 18- Sustainable Development Goals (SDG) & Environment, S.pdf","C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\018 - Chapter 18- Sustainable Development Goals (SDG) & Environment, S.txt",up to date
skipped,0,465231,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\019 - Chapter 19- Professional Ethics & Liabilities of Auditors - 74952bos60526-cp19.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\019 - Chapter 19- Professional Ethics & Liabilities of Auditors - 74952bos60526-cp19.txt,up to date
skipped,0,48928,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\020 - Initial Pages - 75122bos60681-init-m1.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\020 - Initial Pages - 75122bos60681-init-m1.txt,up to date
skipped,0,34197,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\021 - Initial Pages - 75123bos60681-init-m2.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\021 - Initial Pages - 75123bos60681-init-m2.txt,up to date
skipped,0,21157,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\03_Audit_Assurance_Ethics\022 - Initial Pages - 75124bos60681-init-m3.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\03_Audit_Assurance_Ethics\022 - Initial Pages - 75124bos60681-init-m3.txt,up to date
skipped,0,125721,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\001 - Annexure - 88210bos-aps2299-m1-annex.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\001 - Annexure - 88210bos-aps2299-m1-annex.txt,up to date
skipped,0,191898,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\002 - Chapter 1- Basic Concepts - 88211bos-aps2299-m1-ch1.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\002 - Chapter 1- Basic Concepts - 88211bos-aps2299-m1-ch1.txt,up to date
skipped,0,112201,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\003 - Chapter 2- Incomes which do not form part of Total Income - 88212bos-aps2299-m1-ch2.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\003 - Chapter 2- Incomes which do not form part of Total Income - 88212bos-aps2299-m1-ch2.txt,up to date
skipped,0,623575,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\004 - Chapter 3- Profits and Gains of Business or Profession - 88213bos-aps2299-m1-ch3.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\004 - Chapter 3- Profits and Gains of Business or Profession - 88213bos-aps2299-m1-ch3.txt,up to date
skipped,0,501862,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\005 - Chapter 4- Capital Gains - 88214bos-aps2299-m1-ch4.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\005 - Chapter 4- Capital Gains - 88214bos-aps2299-m1-ch4.txt,up to date
skipped,0,158115,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\006 - Chapter 5- Income from Other Sources - 88215bos-aps2299-m1-ch5.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\006 - Chapter 5- Income from Other Sources - 88215bos-aps2299-m1-ch5.txt,up to date
converted,22,54621,pymupdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\007 - Chapter 6- Income of Other Persons included in Assessee’s Total Income - 88216bos-aps2299-m1-ch6.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\007 - Chapter 6- Income of Other Persons included in Assessee’s Total Inco__be2f8bea57.txt,
converted,42,124486,pymupdf,"C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\008 - Chapter 7- Aggregation of Income, Set Off or Carry Forward of Losses - 88217bos-aps2299-m1-ch7.pdf","C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\008 - Chapter 7- Aggregation of Income, Set Off or Carry Forward of Losses__e4d2e24962.txt",
skipped,0,315007,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\009 - Chapter 8- Deductions from Gross Total Income - 88218bos-aps2299-m1-ch8.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\009 - Chapter 8- Deductions from Gross Total Income - 88218bos-aps2299-m1-ch8.txt,up to date
skipped,0,9720,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\010 - Initial pages - 88275bos-aps2299-m2-ip.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\010 - Initial pages - 88275bos-aps2299-m2-ip.txt,up to date
skipped,0,546424,,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\011 - Chapter 9- Assessment of Various Entities - 88276bos-aps2299-m2-ch9.pdf,C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\011 - Chapter 9- Assessment of Various Entities - 88276bos-aps2299-m2-ch9.txt,up to date
skipped,0,396150,,"C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\012 - Chapter 10- Assessment of Trusts and Institutions, Political Par.pdf","C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\012 - Chapter 10- Assessment of Trusts and Institutions, Political Par.txt",up to date
skipped,0,102609,,"C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials\04_Direct_Tax_Laws_International_Taxation\013 - Chapter 11- Tax Planning, Tax Avoidance and Tax Evasion - 88278bos-aps2299-m2-ch11.pdf","C:\Users\USER\OneDrive\Documents\CA FINAL MAY 2027\CA_Final_May_2027_Command_Center\ICAI_Materials_Text\04_Direct_Tax_Laws_International_Taxation\013 - Chapter 11- Tax Planning, Tax Avoidance and Tax Evasion - 88278bos-aps2299-m2-ch11.txt",up to date
